"noc_plan_desc","distance_from_node_ft","network_node","network_node_latitude","network_node_longitude","first_cost","hh_count","cost_hh","address_id","win_lat","win_lon","upstream_nodes","feeder_fiber_footage","gpon_dist_cost","geo_prec","win_census_block","caf_cb_type","caf1r2_funding_type","addr_link_type","primary_number","pre_directional","street","street_suffix","post_directional","unit_designator","secondary_number","city","state","zip","zip4","data_source","win_exchange_id","hh_svc_key","package","miror_status","drs_wc","miror_wire_center","drs_exchange","qualified_desc","awg","ft_to_bb","term_number","route_lead","miror_theoretical_loop_length","terminal_number","route_number","terminal_id","switch_center_clli","gcomms_awg","gcomms_ft_to_bb","fid","csa","csa_status","co_csa"
"LXTNSC GPON SEFH 2026_MR","0","6BA8","0","0","0","0","0","0","0","A8000000000000028639020","0","0","","LXTNSCP0038","","","","0","000013","1425","","{22F7BA43-5D60-4695-896F-E4A70761C0B3}","1","9916","225 CAROLINE HILL RD","LEXINGTON","7155","","QUAL UP TO 50 MB RANGE","0","SC000LXTN","LXTNSCP0038","SC050LXTN","NOT USED","","","000013","7155","SC050LXTN","p60","2000.06","2000.06","LXTN1130000225","","","1","LXTNSCP0038","","6BA8","","","SC","450630210461019"
"LXTNSC GPON SEFH 2026_MR","0","6BA8","0","0","0","0","0","0","0","A8000000000000024000843","0","0","","LXTNSCP0038","","","","0","000027","1393","","{E7D153AA-A7D6-4835-9B40-91326064D60B}","1","10129","252 CAROLINE HILL RD","LEXINGTON","7153","","QUAL UP TO 50 MB RANGE","0","SC000LXTN","LXTNSCP0038","SC050LXTN","NOT USED","","","000027","7153","SC050LXTN","p60","3008.37","3008.37","LXTN1130000252","","","1","LXTNSCP0038","","6BA8","","","SC","450630210461018"
"LXTNSC GPON SEFH 2026_MR","0","6BA8","0","0","0","0","0","0","0","A8000000000000051650401","0","0","","LXTNSCU0700","","","","0","000012"," ","","{93D14C57-4140-444F-8B7A-B6159773960F}","0.999","10220","121A ELMER RD","LEXINGTON","7151","","NO QUAL","0","SC000LXTN","LXTNSCU0700","SC050LXTN","NOT USED","","","000012","7151","SC050LXTN"," ","13394.24","13394.24"," ","","","0.999","LXTNSCU0700","","6BA8","","","SC","450630210461022"
"LXTNSC GPON SEFH 2026_MR","0","6BA8","0","0","0","0","0","0","0","A8000000000000002307213","0","0","","LXTNSCP0038","","","","0","000008","813","","{97A173A6-4C9E-4ED8-8161-5FCFC19F00BE}","1","10435","228 WILD SPRING CT","LEXINGTON","7154","","QUAL UP TO 100 MB RANGE","0","SC000LXTN","LXTNSCP0038","SC050LXTN","NOT USED","","","000008","7154","SC050LXTN","p60","1361.72","1361.72","LXTN1513000228","","","1","LXTNSCP0038","","6BA8","","","SC","450630210461019"
"LXTNSC GPON SEFH 2026_MR","0","6BA8","0","0","0","0","0","0","0","A8000000000000003505191","0","0","","LXTNSCU0706","","","","0","00004A","1650","","{3718CF67-C002-4DEC-AC69-2AE46DEF812D}","1","10639","212 BEAUCLAIRE DR","LEXINGTON","7128","","QUAL UP TO 50 MB RANGE","0","SC000LXTN","LXTNSCU0706","SC050LXTN","NOT USED","","","00004A","7128","SC050LXTN","p60","1941.47","1941.47","LXTN2766000212","","","1","LXTNSCU0706","","6BA8","","","SC","450630210461018"
"LXTNSC GPON SEFH 2026_MR","0","6BA8","0","0","0","0","0","0","0","A8000000000000006245134","0","0","","LXTNSCP0038","","","","0","000027","1393","","{E7D153AA-A7D6-4835-9B40-91326064D60B}","1","10661","256 CAROLINE HILL RD","LEXINGTON","7153","","QUAL UP TO 50 MB RANGE","0","SC000LXTN","LXTNSCP0038","SC050LXTN","NOT USED","","","000027","7153","SC050LXTN","p60","3020.17","3020.17","LXTN1130000256","","","1","LXTNSCP0038","","6BA8","","","SC","450630210461018"
"LXTNSC GPON SEFH 2026_MR","0","6BA8","0","0","0","0","0","0","0","A8000000000000018612130","0","0","","LXTNSCP0038","","","","0","000022","7502","","{BDB0D17F-6A44-445A-A48A-6A9DDDCDD916}","1","10718","204 CAROLINE SPRINGS RD","LEXINGTON","7153","","QUAL UP TO 50 MB RANGE","0","SC000LXTN","LXTNSCP0038","SC050LXTN","NOT USED","","","000022","7153","SC050LXTN","p60","2525.5","2525.5","LXTN2507000204","","","1","LXTNSCP0038","","6BA8","","","SC","450630210461018"
"LXTNSC GPON SEFH 2026_MR","0","6BA8","0","0","0","0","0","0","0","A8000000000000010732206","0","0","","LXTNSCP0038","","","","0","000020","466","","{B5BE11A5-5606-4118-B1CA-5890841094FA}","1","10747","328 CAROLINE HILL RD","LEXINGTON","7153","","QUAL UP TO 50 MB RANGE","0","SC000LXTN","LXTNSCP0038","SC050LXTN","NOT USED","","","000020","7153","SC050LXTN","p60","2170.2","2170.2","LXTN1130000328","","","1","LXTNSCP0038","","6BA8","","","SC","450630210461018"
"LXTNSC GPON SEFH 2026_MR","0","6BA8","0","0","0","0","0","0","0","A8000000000000016446043","0","0","","LXTNSCU0706","","","","0","000010","2222","","{074DB788-66F9-40EE-99E8-D237699515B1}","1","10798","416 SAINT CLAIRE PL","LEXINGTON","7128","","QUAL UP TO 50 MB RANGE","0","SC000LXTN","LXTNSCU0706","SC050LXTN","NOT USED","","","000010","7128","SC050LXTN","p60","2366.76","2366.76","LXTN2767000416","","","1","LXTNSCU0706","","6BA8","","","SC","450630210461018"
"LXTNSC GPON SEFH 2026_MR","0","6BA8","0","0","0","0","0","0","0","A8000000000000034097248","0","0","","LXTNSCU0706","","","","0","00009A","2397","","{93C1F821-E097-454D-B796-D3D860E02F52}","1","10884","404 SAINT CLAIRE PL","LEXINGTON","7128","","QUAL UP TO 50 MB RANGE","0","SC000LXTN","LXTNSCU0706","SC050LXTN","NOT USED","","","00009A","7128","SC050LXTN","p60","2332.03","2332.03","LXTN2767000404","","","1","LXTNSCU0706","","6BA8","","","SC","450630210461018"
"LXTNSC GPON SEFH 2026_MR","0","6BA8","0","0","0","0","0","0","0","A8000000000000028634388","0","0","","LXTNSCP0038","","","","0","000006","813","","{ED65F628-8917-4E66-A01C-DE73A52B9D07}","1","10903","220 WILD SPRING CT","LEXINGTON","7154","","QUAL UP TO 100 MB RANGE","0","SC000LXTN","LXTNSCP0038","SC050LXTN","NOT USED","","","000006","7154","SC050LXTN","p60","1207.6","1207.6","LXTN1513000220","","","1","LXTNSCP0038","","6BA8","","","SC","450630210461019"
"LXTNSC GPON SEFH 2026_MR","0","6BA8","0","0","0","0","0","0","0","A8000000000000011519420","0","0","","LXTNSCU0706","","","","0","000010","2456","","{074DB788-66F9-40EE-99E8-D237699515B1}","1","10997","408 SAINT CLAIRE PL","LEXINGTON","7128","","QUAL UP TO 50 MB RANGE","0","SC000LXTN","LXTNSCU0706","SC050LXTN","NOT USED","","","000010","7128","SC050LXTN","p60","2357.45","2357.45","LXTN2767000408","","","1","LXTNSCU0706","","6BA8","","","SC","450630210461018"
"LXTNSC GPON SEFH 2026_MR","0","6BA8","0","0","0","0","0","0","0","A8000000000000016769239","0","0","","LXTNSCU0700","","","","0","000013","7502","","{DC91FBEF-FDC7-4782-BCAB-277F97F6F21F}","0.912","11041","138 ELMER RD","LEXINGTON","7151","","NO QUAL","0","SC000LXTN","LXTNSCU0700","SC050LXTN","NOT USED","","","000013","7151","SC050LXTN","p60","12704.41","12704.41","LXTN2506000138","","","0.912","LXTNSCU0700","","6BA8","","","SC","450630210461021"
"LXTNSC GPON SEFH 2026_MR","0","6BA8","0","0","0","0","0","0","0","A8000000000000005026458","0","0","","LXTNSCP0038","","","","0","000004"," ","","{E50BD227-E99C-44FB-ADEA-F191BCD88300}","1","11126","208 CAROLINE HILL RD","LEXINGTON","7158","","QUAL UP TO 100 MB RANGE","0","SC000LXTN","LXTNSCP0038","SC050LXTN","NOT USED","","","000004","7158","SC050LXTN"," ","1971.42","1971.42"," ","","","1","LXTNSCP0038","","6BA8","","","SC","450630210461018"
"LXTNSC GPON SEFH 2026_MR","0","6BA8","0","0","0","0","0","0","0","A8000000000000016166045","0","0","","LXTNSCP0038","","","","0","000007","1008","","{26347AF7-595E-46CD-AB3A-E5FF3314D0D5}","1","11166","304 MISTY SPRING CT","LEXINGTON","7157","","QUAL UP TO 100 MB RANGE","0","SC000LXTN","LXTNSCP0038","SC050LXTN","NOT USED","","","000007","7157","SC050LXTN","p60","1920.7","1920.7","LXTN1542000304","","","1","LXTNSCP0038","","6BA8","","","SC","450630210461019"
"LXTNSC GPON SEFH 2026_MR","0","6BA8","0","0","0","0","0","0","0","A8000000000000018412615","0","0","","LXTNSCU0706","","","","0","000017","2070","","{2D8BA6EE-B8F7-4CE9-9DDB-29D0DC3689AB}","1","11185","320 BEAUMONT DR","LEXINGTON","7127","","QUAL UP TO 50 MB RANGE","0","SC000LXTN","LXTNSCU0706","SC050LXTN","NOT USED","","","000017","7127","SC050LXTN","p60","2213.27","2213.27","LXTN2765000320","","","1","LXTNSCU0706","","6BA8","","","SC","450630210461018"
"LXTNSC GPON SEFH 2026_MR","0","6BA8","0","0","0","0","0","0","0","A8000000000000036408456","0","0","","LXTNSCP0038","","","","0","00006C","1682","","{25508BF8-BB5C-438D-87EF-EEC070F236E3}","1","11216","161 FRESH SPRING WAY","LEXINGTON","7155","","QUAL UP TO 100 MB RANGE","0","SC000LXTN","LXTNSCP0038","SC050LXTN","NOT USED","","","00006C","7155","SC050LXTN","p60","1984.11","1984.11","LXTN1514000161","","","1","LXTNSCP0038","","6BA8","","","SC","450630210461018"
"LXTNSC GPON SEFH 2026_MR","0","6BA8","0","0","0","0","0","0","0","A8000000000000012456784","0","0","","LXTNSCU0703","","","","0","000028","4680","","{929C5AD0-C366-4313-9CAE-CF4F521C9B99}","1","11317","648 HIGHWAY 378","LEXINGTON","7106","","QUAL UP TO 25 MB RANGE","0","SC000LXTN","LXTNSCU0703","SC050LXTN","NOT USED","","","000028","7106","SC050LXTN","p60","4557.45","4557.45","LXTN1124000648","","","1","LXTNSCU0703","","6BA8","","","SC","450630210461021"
"LXTNSC GPON SEFH 2026_MR","0","6BA8","0","0","0","0","0","0","0","A8000000000000027147417","0","0","","LXTNSCU0706","","","","0","000012","2140","","{12B7F5EC-9B19-417B-AE64-F76D805B42FC}","1","11352","412 SAINT CLAIRE PL","LEXINGTON","7128","","QUAL UP TO 50 MB RANGE","0","SC000LXTN","LXTNSCU0706","SC050LXTN","NOT USED","","","000012","7128","SC050LXTN","p60","2553.52","2553.52","LXTN2767000412","","","1","LXTNSCU0706","","6BA8","","","SC","450630210461018"
"LXTNSC GPON SEFH 2026_MR","0","6BA8","0","0","0","0","0","0","0","A8000000000000013535072","0","0","","LXTNSCP0038","","","","0","00006A","1290","","{544F4C74-6FC2-4279-888F-D9899D9D89F7}","1","11355","138 FRESH SPRING WAY","LEXINGTON","7155","","QUAL UP TO 100 MB RANGE","0","SC000LXTN","LXTNSCP0038","SC050LXTN","NOT USED","","","00006A","7155","SC050LXTN","p60","1464.54","1464.54","LXTN1514000138","","","1","LXTNSCP0038","","6BA8","","","SC","450630210461018"
"LXTNSC GPON SEFH 2026_MR","0","6BA8","0","0","0","0","0","0","0","A8000000000000024723508","0","0","","LXTNSCP0038","","","","0","000001","670","","{4B980A40-F668-47BB-8FDE-FCD829E0B006}","1","11375","105 WILD SPRING RD","LEXINGTON","7153","","QUAL UP TO 100 MB RANGE","0","SC000LXTN","LXTNSCP0038","SC050LXTN","NOT USED","","","000001","7153","SC050LXTN","p60","419.41","419.41","LXTN1422000105","","","1","LXTNSCP0038","","6BA8","","","SC","450630210461020"
